Historical Gross Domestic Product Per Capita for Baseline Countries/Regions (in 2010 dollars) 1980-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated: 12/13/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: Information important for using this table: Because of the use of fixed exchange rates, the base year can make a significant difference in the relative ranking of countries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Calculated from real GDP and population in the ERS International Macroeconomic Data Sets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contact: Lorraine Mitchell (202-694-5234, lmitchel@ers.usda.gov).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Per Capita GDP in 2010 U.S. dollars and Annual Growth Rates (right side of table),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth Rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,370.30,407.27,406.83,437.60,442.03,445.58,481.82,600.42,610.71,637.81,689.77,675.63,734.19,781.19,822.68,893.96,945.35,979.67,1019.11,1081.34,1136.76,1209.84,1318.30,1397.43,1457.69,1538.90,1621.27,1885.92,1949.87,2053.14,2265.46,2414.62,2507.11,2531.17,2646.14,2789.25,2979.18,3148.07,,9.98,-0.11,7.56,1.01,0.80,8.13,24.62,1.71,4.44,8.15,-2.05,8.67,6.40,5.31,8.66,5.75,3.63,4.03,6.11,5.13,6.43,8.97,6.00,4.31,5.57,5.35,16.32,3.39,5.30,10.34,6.58,3.83,0.96,4.54,5.41,6.81,5.67,6.76,,,,,,,,,,,,,,,,,,
Nepal,293.68,311.08,315.41,298.86,320.03,331.55,338.26,335.54,352.37,358.34,365.37,378.48,382.91,386.41,406.82,410.78,423.83,436.48,441.11,452.29,472.15,486.52,479.37,490.76,506.67,518.77,531.39,544.23,571.54,590.64,610.60,621.76,641.44,658.07,687.77,701.53,695.80,739.06,,5.93,1.39,-5.24,7.08,3.60,2.03,-0.81,5.02,1.69,1.96,3.59,1.17,0.91,5.28,0.97,3.18,2.98,1.06,2.53,4.39,3.04,-1.47,2.38,3.24,2.39,2.43,2.42,5.02,3.34,3.38,1.83,3.16,2.59,4.51,2.00,-0.82,6.22,3.92,,,,,,,,,,,,,,,,,,
SriLanka,908.11,943.60,970.07,1008.80,1055.04,1098.50,1130.45,1134.59,1149.05,1160.87,1222.41,1267.98,1308.42,1379.00,1434.83,1494.15,1533.01,1611.96,1669.31,1720.43,1799.88,1751.65,1800.94,1885.65,1965.90,2071.00,2206.97,2334.39,2450.59,2515.24,2690.49,2889.20,3124.42,3201.56,3331.06,3468.20,3593.61,3676.63,,3.91,2.81,3.99,4.58,4.12,2.91,0.37,1.27,1.03,5.30,3.73,3.19,5.39,4.05,4.13,2.60,5.15,3.56,3.06,4.62,-2.68,2.81,4.70,4.26,5.35,6.57,5.77,4.98,2.64,6.97,7.39,8.14,2.47,4.04,4.12,3.62,2.31,4.50,,,,,,,,,,,,,,,,,,
Oceania,24388.34,24756.99,25070.84,24359.01,25134.40,25959.39,26588.32,26611.18,27547.74,28020.90,28413.48,27835.98,27616.36,28453.50,29242.60,29930.93,30620.94,31313.12,32158.04,33325.37,34083.67,34301.38,35165.20,35750.70,36632.96,37283.57,37790.05,38674.41,39280.89,39497.63,39776.86,40248.54,41235.25,41791.51,42455.98,43055.67,43792.77,44209.57,,1.51,1.27,-2.84,3.18,3.28,2.42,0.09,3.52,1.72,1.40,-2.03,-0.79,3.03,2.77,2.35,2.31,2.26,2.70,3.63,2.28,0.64,2.52,1.66,2.47,1.78,1.36,2.34,1.57,0.55,0.71,1.19,2.45,1.35,1.59,1.41,1.71,0.95,1.63,,,,,,,,,,,,,,,,,,
Australia,31322.89,31701.74,32241.51,31143.05,32228.72,33521.16,34430.40,34776.17,36160.20,36928.57,37623.20,36941.70,36643.38,37714.50,38832.80,39883.48,40929.00,42045.42,43484.30,45158.51,46389.98,46695.92,47966.82,48820.19,50193.21,51187.13,51977.33,53264.39,54535.41,54916.51,55384.61,56087.94,57612.15,58476.95,59319.86,60065.00,61114.13,61667.44,,1.21,1.70,-3.41,3.49,4.01,2.71,1.00,3.98,2.12,1.88,-1.81,-0.81,2.92,2.97,2.71,2.62,2.73,3.42,3.85,2.73,0.66,2.72,1.78,2.81,1.98,1.54,2.48,2.39,0.70,0.85,1.27,2.72,1.50,1.44,1.26,1.75,0.91,1.73,,,,,,,,,,,,,,,,,,
NewZealand,22089.32,23006.46,22993.43,23492.96,24323.09,24524.56,25061.31,23896.05,24310.98,24321.40,24220.29,23536.17,23572.59,24806.63,25739.17,26504.34,26988.05,27492.05,27594.03,28878.03,29394.34,30228.58,31264.84,32174.10,32829.13,33583.06,34095.58,35014.91,34134.10,34458.22,34471.84,35087.00,35651.55,36061.30,37027.49,38351.59,39362.30,40232.75,,4.15,-0.06,2.17,3.53,0.83,2.19,-4.65,1.74,0.04,-0.42,-2.82,0.15,5.24,3.76,2.97,1.83,1.87,0.37,4.65,1.79,2.84,3.43,2.91,2.04,2.30,1.53,2.70,-2.52,0.95,0.04,1.78,1.61,1.15,2.68,3.58,2.64,2.21,1.80,,,,,,,,,,,,,,,,,,
OtherOceania,2161.90,2127.71,2069.46,2061.80,2066.32,2067.61,2120.58,2098.09,2100.08,2080.45,2013.94,2084.82,2251.51,2475.49,2559.17,2481.06,2584.26,2470.94,2384.16,2405.31,2313.78,2256.98,2232.69,2259.27,2291.32,2305.56,2366.02,2498.38,2484.45,2503.09,2653.65,2678.74,2729.36,2791.57,3065.86,3149.65,3177.18,3233.03,,-1.58,-2.74,-0.37,0.22,0.06,2.56,-1.06,0.09,-0.93,-3.20,3.52,8.00,9.95,3.38,-3.05,4.16,-4.38,-3.51,0.89,-3.81,-2.45,-1.08,1.19,1.42,0.62,2.62,5.59,-0.56,0.75,6.02,0.95,1.89,2.28,9.83,2.73,0.87,1.76,1.58,,,,,,,,,,,,,,,,,,
Fiji,2931.57,3058.02,2822.25,2658.01,2823.70,2641.91,2790.57,2581.78,2582.41,2749.29,2882.85,2780.40,2924.24,2960.62,3084.82,3134.95,3258.54,3159.60,3172.07,3423.64,3340.96,3383.42,3466.28,3473.26,3628.07,3624.04,3658.87,3592.97,3594.55,3512.23,3585.11,3652.31,3675.01,3820.23,4005.49,4131.21,4120.11,4250.51,,4.31,-7.71,-5.82,6.23,-6.44,5.63,-7.48,0.02,6.46,4.86,-3.55,5.17,1.24,4.20,1.63,3.94,-3.04,0.39,7.93,-2.42,1.27,2.45,0.20,4.46,-0.11,0.96,-1.80,0.04,-2.29,2.07,1.87,0.62,3.95,4.85,3.14,-0.27,3.16,2.90,,,,,,,,,,,,,,,,,,
Maldives,2533.04,2656.79,2773.17,2809.73,3197.07,3532.01,3683.57,3851.64,4022.74,4225.04,3896.73,3970.99,4038.61,4101.22,4296.48,4485.88,4660.50,4956.92,5224.77,5351.48,5399.81,5086.28,5352.01,5961.09,6163.83,5200.92,6335.30,6508.96,6739.37,6087.99,6541.58,7113.68,7302.89,7843.83,8427.16,8623.92,9162.25,9977.51,,4.89,4.38,1.32,13.79,10.48,4.29,4.56,4.44,5.03,-7.77,1.91,1.70,1.55,4.76,4.41,3.89,6.36,5.40,2.43,0.90,-5.81,5.22,11.38,3.40,-15.62,21.81,2.74,3.54,-9.67,7.45,8.75,2.66,7.41,7.44,2.33,6.24,8.90,4.36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PapuaNewGuinea,1993.43,1939.73,1898.53,1910.78,1856.03,1881.23,1919.10,1921.41,1925.97,1849.00,1746.10,1862.10,2063.52,2373.99,2447.72,2303.32,2415.46,2259.94,2117.90,2101.30,1996.31,1943.55,1892.49,1886.67,1892.14,1965.63,1965.29,2135.23,2083.14,2178.27,2349.86,2328.63,2389.55,2434.09,2757.66,2851.70,2855.01,2867.83,,-2.69,-2.12,0.65,-2.87,1.36,2.01,0.12,0.24,-4.00,-5.57,6.64,10.82,15.05,3.11,-5.90,4.87,-6.44,-6.29,-0.78,-5.00,-2.64,-2.63,-0.31,0.29,3.88,-0.02,8.65,-2.44,4.57,7.88,-0.90,2.62,1.86,13.29,3.41,0.12,0.45,1.12,,,,,,,,,,,,,,,,,,
Samoa,2476.68,2226.13,2206.07,2216.65,2245.11,2332.05,2458.55,2466.79,2424.89,2505.70,2384.15,2317.10,2296.93,2372.11,2292.98,2425.67,2577.78,2572.08,2605.80,2640.65,2800.06,2967.81,3068.38,3177.55,3293.88,3398.83,3432.98,3616.94,3623.61,3424.19,3420.81,3596.76,3589.68,3499.44,3520.55,3557.39,3789.48,3861.28,,-10.12,-0.90,0.48,1.28,3.87,5.42,0.34,-1.70,3.33,-4.85,-2.81,-0.87,3.27,-3.34,5.79,6.27,-0.22,1.31,1.34,6.04,5.99,3.39,3.56,3.66,3.19,1.00,5.36,0.18,-5.50,-0.10,5.14,-0.20,-2.51,0.60,1.05,6.52,1.89,0.49,,,,,,,,,,,,,,,,,,
SolomonIslands,1544.69,1465.86,1394.07,1400.63,1356.92,1271.36,1227.15,1287.63,1262.16,1274.16,1261.13,1295.17,1414.42,1425.67,1509.61,1584.87,1562.73,1495.36,1478.40,1429.84,1191.88,1066.84,1009.09,1046.30,1069.11,1098.48,1145.60,1199.53,1254.04,1166.94,1218.09,1348.22,1379.04,1390.52,1392.35,1398.88,1418.62,1436.16,,-5.10,-4.90,0.47,-3.12,-6.31,-3.48,4.93,-1.98,0.95,-1.02,2.70,9.21,0.80,5.89,4.99,-1.40,-4.31,-1.13,-3.28,-16.64,-10.49,-5.41,3.69,2.18,2.75,4.29,4.71,4.54,-6.95,4.38,10.68,2.29,0.83,0.13,0.47,1.41,1.24,1.14,,,,,,,,,,,,,,,,,,
Tonga,2596.54,2258.30,2351.41,2384.06,2415.91,2558.32,2598.43,2663.24,2603.40,2605.68,2545.87,2702.58,2702.75,2796.96,2928.50,3030.38,3024.44,3006.66,3066.42,3163.25,3247.54,3342.11,3434.03,3484.56,3451.55,3486.04,3438.58,3278.42,3364.76,3428.49,3539.90,3628.73,3653.11,3533.25,3602.48,3734.06,3859.82,3965.30,,-13.03,4.12,1.39,1.34,5.89,1.57,2.49,-2.25,0.09,-2.30,6.16,0.01,3.49,4.70,3.48,-0.20,-0.59,1.99,3.16,2.66,2.91,2.75,1.47,-0.95,1.00,-1.36,-4.66,2.63,1.89,3.25,2.51,0.67,-3.28,1.96,3.65,3.37,2.73,2.88,,,,,,,,,,,,,,,,,,
Vanuatu,2049.75,2074.26,2230.69,2467.62,2628.86,2581.88,2508.70,2371.08,2269.21,2244.38,2444.11,2459.66,2464.35,2426.86,2589.21,2560.93,2567.90,2641.53,2703.15,2662.76,2746.22,2581.20,2385.90,2424.62,2457.44,2523.08,2669.52,2740.31,2848.73,2875.85,2857.47,2829.40,2817.91,2813.97,2821.62,2744.25,2799.64,2871.23,,1.20,7.54,10.62,6.53,-1.79,-2.83,-5.49,-4.30,-1.09,8.90,0.64,0.19,-1.52,6.69,-1.09,0.27,2.87,2.33,-1.49,3.13,-6.01,-7.57,1.62,1.35,2.67,5.80,2.65,3.96,0.95,-0.64,-0.98,-0.41,-0.14,0.27,-2.74,2.02,2.56,1.92,,,,,,,,,,,,,,,,,,
OtherAsiaOceania,1486.35,1563.48,1658.28,1731.25,1819.23,1768.96,1798.37,1859.33,1923.82,1968.48,2059.85,2127.61,2179.98,2260.08,2352.86,2427.48,2515.90,2605.98,2530.68,2597.16,2725.48,2682.51,2740.76,2802.08,2980.93,3127.95,3322.20,3564.49,3617.30,3603.59,4002.19,4232.66,4402.07,4554.39,4661.64,4628.29,4665.58,4780.11,,5.19,6.06,4.40,5.08,-2.76,1.66,3.39,3.47,2.32,4.64,3.29,2.46,3.67,4.10,3.17,3.64,3.58,-2.89,2.63,4.94,-1.58,2.17,2.24,6.38,4.93,6.21,7.29,1.48,-0.38,11.06,5.76,4.00,3.46,2.35,-0.72,0.81,2.45,2.25,,,,,,,,,,,,,,,,,,
MiddleEast,8049.87,7843.43,7354.48,7008.73,6778.07,6552.17,6471.51,6479.77,6409.61,6380.23,6928.95,6960.84,7212.62,7393.11,7297.85,7483.48,7713.24,7902.94,8040.53,7869.33,8206.60,7963.61,8023.87,8277.76,8858.02,9212.39,9585.93,9858.49,9975.38,9633.55,9985.18,10498.60,10610.74,10884.57,11118.97,11307.13,11630.47,11786.71,,-2.56,-6.23,-4.70,-3.29,-3.33,-1.23,0.13,-1.08,-0.46,8.60,0.46,3.62,2.50,-1.29,2.54,3.07,2.46,1.74,-2.13,4.29,-2.96,0.76,3.16,7.01,4.00,4.05,2.84,1.19,-3.43,3.65,5.14,1.07,2.58,2.15,1.69,2.86,1.34,1.10,,,,,,,,,,,,,,,,,,
Iran,4702.66,4271.83,5211.98,5435.51,4766.98,4686.60,4054.38,3944.31,3618.76,3729.58,4082.18,4408.40,4426.39,4447.43,4366.38,4411.53,4585.53,4550.70,4593.23,4580.14,4796.00,4778.12,5085.17,5438.21,5620.33,5728.91,5943.88,6348.83,6284.97,6265.86,6544.97,6646.14,6084.52,5995.66,6182.68,6013.69,6730.09,6930.98,,-9.16,22.01,4.29,-12.30,-1.69,-13.49,-2.71,-8.25,3.06,9.45,7.99,0.41,0.48,-1.82,1.03,3.94,-0.76,0.93,-0.29,4.71,-0.37,6.43,6.94,3.35,1.93,3.75,6.81,-1.01,-0.30,4.45,1.55,-8.45,-1.46,3.12,-2.73,11.91,2.99,0.83,,,,,,,,,,,,,,,,,,
Iraq,3452.32,3309.55,3309.63,2782.92,2649.66,2596.87,2624.95,2817.90,2735.13,2569.61,3928.46,1464.89,1898.20,2397.88,2413.61,2387.91,2567.43,3013.67,3934.20,4476.84,4392.76,4347.31,3905.06,2518.86,3750.17,3783.45,4123.08,4203.29,4444.14,4413.46,4537.62,4708.32,5127.41,5263.13,5112.13,5201.20,5608.38,5416.11,,-4.14,0.00,-15.91,-4.79,-1.99,1.08,7.35,-2.94,-6.05,52.88,-62.71,29.58,26.32,0.66,-1.06,7.52,17.38,30.55,13.79,-1.88,-1.03,-10.17,-35.50,48.88,0.89,8.98,1.95,5.73,-0.69,2.81,3.76,8.90,2.65,-2.87,1.74,7.83,-3.43,-0.06,,,,,,,,,,,,,,,,,,
SaudiArabia,35494.38,34032.99,25463.14,20189.40,18248.72,15568.36,17347.35,15508.30,16835.00,16119.40,18300.96,20731.29,20603.97,19659.69,19154.74,18629.77,18587.60,18294.92,18351.35,17240.55,17793.97,17188.04,16345.06,17807.74,18846.14,19524.48,19709.60,19725.16,20605.60,19853.44,20527.43,22233.96,23081.36,23347.95,23841.07,24456.68,24505.04,23974.49,,-4.12,-25.18,-20.71,-9.61,-14.69,11.43,-10.60,8.55,-4.25,13.53,13.28,-0.61,-4.58,-2.57,-2.74,-0.23,-1.57,0.31,-6.05,3.21,-3.41,-4.90,8.95,5.83,3.60,0.95,0.08,4.46,-3.65,3.39,8.31,3.81,1.16,2.11,2.58,0.20,-2.17,0.35,,,,,,,,,,,,,,,,,,
Turkey,4867.86,4971.76,5017.86,5137.92,5353.07,5453.37,5708.99,6119.22,6132.53,6026.94,6460.21,6393.41,6605.72,6999.24,6570.01,6979.92,7382.48,7824.26,7888.04,7511.21,7896.48,7322.89,7689.76,8015.71,8676.66,9339.56,9880.61,10253.58,10220.72,9630.87,10334.86,11362.45,11766.43,12599.46,13079.18,13698.30,13982.94,14914.28,,2.13,0.93,2.39,4.19,1.87,4.69,7.19,0.22,-1.72,7.19,-1.03,3.32,5.96,-6.13,6.24,5.77,5.98,0.82,-4.78,5.13,-7.26,5.01,4.24,8.25,7.64,5.79,3.77,-0.32,-5.77,7.31,9.94,3.56,7.08,3.81,4.73,2.08,6.66,3.47,,,,,,,,,,,,,,,,,,
OtherMiddleEast,10078.82,9869.20,9084.59,8974.65,9168.07,9018.53,8411.12,8571.60,8156.35,8318.50,8395.90,8292.93,8840.61,9138.19,9437.44,9802.05,9947.71,10137.66,10147.83,10048.89,10516.64,10408.03,10338.06,10635.49,11110.00,11405.67,11772.42,11850.74,11968.86,11599.89,11672.24,11845.05,12012.98,12232.43,12416.29,12475.43,12541.59,12340.65,,-2.08,-7.95,-1.21,2.16,-1.63,-6.74,1.91,-4.84,1.99,0.93,-1.23,6.60,3.37,3.27,3.86,1.49,1.91,0.10,-0.97,4.65,-1.03,-0.67,2.88,4.46,2.66,3.22,0.67,1.00,-3.08,0.62,1.48,1.42,1.83,1.50,0.48,0.53,-1.60,-0.40,,,,,,,,,,,,,,,,,,
Bahrain,21935.92,19858.24,17663.68,18080.05,18282.80,16774.64,16347.87,17399.78,17978.81,17429.36,17589.26,18933.77,19618.41,21557.42,20940.49,21218.80,21557.64,21701.27,22218.12,22639.39,23296.97,23265.35,22664.71,21994.00,21667.32,21420.50,21220.80,21471.39,21705.78,21536.01,21789.43,21588.27,21790.48,22379.45,22770.79,22856.77,23039.36,23390.93,,-9.47,-11.05,2.36,1.12,-8.25,-2.54,6.43,3.33,-3.06,0.92,7.64,3.62,9.88,-2.86,1.33,1.60,0.67,2.38,1.90,2.90,-0.14,-2.58,-2.96,-1.49,-1.14,-0.93,1.18,1.09,-0.78,1.18,-0.92,0.94,2.70,1.75,0.38,0.80,1.53,0.49,,,,,,,,,,,,,,,,,,
Israel,18990.93,19520.05,19441.41,19636.79,19720.87,20113.46,20244.81,21193.64,21520.05,21385.93,22301.60,22809.65,23457.36,23423.06,24088.05,25561.08,26127.31,26384.50,26777.78,27037.31,28504.91,27885.97,27410.79,27098.56,27797.38,28409.68,29346.31,30483.54,30835.76,30698.27,31705.74,32568.43,32590.91,33322.50,33876.08,34349.40,35208.09,35832.36,,2.79,-0.40,1.01,0.43,1.99,0.65,4.69,1.54,-0.62,4.28,2.28,2.84,-0.15,2.84,6.12,2.22,0.98,1.49,0.97,5.43,-2.17,-1.70,-1.14,2.58,2.20,3.30,3.88,1.16,-0.45,3.28,2.72,0.07,2.24,1.66,1.40,2.50,1.77,1.89,,,,,,,,,,,,,,,,,,
Jordan,3259.77,3274.07,3373.89,3308.50,3460.06,3447.62,3556.57,3533.18,3351.33,2800.81,2616.58,2393.38,2665.78,2706.85,2772.74,2882.27,2872.04,2897.05,2913.99,2943.06,2996.83,3082.09,3186.01,3243.73,3437.15,3622.64,3597.18,3593.35,3760.08,3880.75,3885.94,3893.36,3931.90,3647.29,3278.38,3121.22,3068.56,3065.81,,0.44,3.05,-1.94,4.58,-0.36,3.16,-0.66,-5.15,-16.43,-6.58,-8.53,11.38,1.54,2.43,3.95,-0.36,0.87,0.58,1.00,1.83,2.84,3.37,1.81,5.96,5.40,-0.70,-0.11,4.64,3.21,0.13,0.19,0.99,-7.24,-10.11,-4.79,-1.69,-0.09,0.14,,,,,,,,,,,,,,,,,,
Kuwait,38314.05,29670.92,24882.39,26274.82,26444.21,23922.79,24872.92,25788.80,22259.41,26908.83,19106.42,25231.19,31256.34,39479.29,40437.65,40134.34,38605.37,38220.93,38382.55,36584.77,37216.14,36461.87,36553.95,41752.49,45036.47,48270.04,50551.02,52251.13,52283.81,47494.73,45382.84,48747.03,50981.65,50629.93,50004.24,49474.20,50428.96,48256.96,,-22.56,-16.14,5.60,0.64,-9.53,3.97,3.68,-13.69,20.89,-29.00,32.06,23.88,26.31,2.43,-0.75,-3.81,-1.00,0.42,-4.68,1.73,-2.03,0.25,14.22,7.87,7.18,4.73,3.36,0.06,-9.16,-4.45,7.41,4.58,-0.69,-1.24,-1.06,1.93,-4.31,0.56,,,,,,,,,,,,,,,,,,
Lebanon,4947.04,4884.07,3031.34,3652.59,5182.62,6327.76,5797.88,6657.92,4707.00,2670.58,3313.71,4491.95,4636.86,4907.83,5247.04,5537.27,5770.56,5592.32,5748.68,5681.66,5693.36,5822.33,5928.97,6027.39,6287.88,6363.51,6333.84,6748.08,7303.76,7946.68,8552.37,8593.15,8641.83,7945.15,7093.79,6802.27,6879.32,7027.29,,-1.27,-37.93,20.49,41.89,22.10,-8.37,14.83,-29.30,-43.26,24.08,35.56,3.23,5.84,6.91,5.53,4.21,-3.09,2.80,-1.17,0.21,2.27,1.83,1.66,4.32,1.20,-0.47,6.54,8.23,8.80,7.62,0.48,0.57,-8.06,-10.72,-4.11,1.13,2.15,4.68,,,,,,,,,,,,,,,,,,
Oman,9647.44,10713.37,11369.74,12656.23,14141.00,15485.27,15214.39,14168.78,14482.83,15615.21,15050.86,15351.72,16013.32,16348.18,16473.04,16796.47,16827.41,17368.40,17374.60,16932.49,17434.72,17813.97,17245.07,16443.70,16329.90,16418.38,16977.36,17403.50,18476.86,19230.59,19760.10,19152.24,20518.23,20980.99,21118.68,21667.52,22369.15,21857.85,,11.05,6.13,11.32,11.73,9.51,-1.75,-6.87,2.22,7.82,-3.61,2.00,4.31,2.09,0.76,1.96,0.18,3.21,0.04,-2.54,2.97,2.18,-3.19,-4.65,-0.69,0.54,3.40,2.51,6.17,4.08,2.75,-3.08,7.13,2.26,0.66,2.60,3.24,-2.29,0.70,,,,,,,,,,,,,,,,,,
Syria,2085.60,2209.09,2173.24,2123.94,1963.59,2008.56,1840.83,1809.24,1977.74,1739.59,1805.54,1882.96,2075.85,2123.78,2225.16,2290.10,2327.26,2306.90,2389.58,2245.96,2249.80,2308.78,2386.33,2344.22,2447.61,2539.64,2561.75,2553.91,2587.50,2714.52,2757.94,2398.24,1997.16,1750.82,1732.80,1728.48,1608.65,1496.49,,5.92,-1.62,-2.27,-7.55,2.29,-8.35,-1.72,9.31,-12.04,3.79,4.29,10.24,2.31,4.77,2.92,1.62,-0.87,3.58,-6.01,0.17,2.62,3.36,-1.76,4.41,3.76,0.87,-0.31,1.32,4.91,1.60,-13.04,-16.72,-12.33,-1.03,-0.25,-6.93,-6.97,-7.61,,,,,,,,,,,,,,,,,,
UnitedArabEmirates,118466.59,115938.06,101699.45,91140.30,89244.53,81045.58,64963.71,63480.29,58301.56,61717.48,68862.77,65494.44,63748.38,60772.09,61181.98,61587.86,61609.77,63094.03,59956.14,58515.05,61576.86,59341.09,57867.75,60031.45,62807.89,62978.23,66265.98,65635.91,65131.13,59438.66,58241.77,60184.62,60923.53,62135.50,63084.29,64548.25,64820.53,63772.91,,-2.13,-12.28,-10.38,-2.08,-9.19,-19.84,-2.28,-8.16,5.86,11.58,-4.89,-2.67,-4.67,0.67,0.66,0.04,2.41,-4.97,-2.40,5.23,-3.63,-2.48,3.74,4.62,0.27,5.22,-0.95,-0.77,-8.74,-2.01,3.34,1.23,1.99,1.53,2.32,0.42,-1.62,0.24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,861.06,921.19,967.33,951.48,946.41,948.82,947.65,947.49,962.96,959.13,944.46,967.56,1008.94,1010.19,1039.97,1066.57,1082.98,1106.52,1138.06,1145.44,1180.43,1189.01,1198.85,1207.77,1219.81,1249.95,1251.29,1254.86,1262.39,1272.91,1331.64,1128.80,1122.09,1142.73,1109.29,679.38,435.41,388.61,,6.98,5.01,-1.64,-0.53,0.26,-0.12,-0.02,1.63,-0.40,-1.53,2.45,4.28,0.12,2.95,2.56,1.54,2.17,2.85,0.65,3.05,0.73,0.83,0.74,1.00,2.47,0.11,0.29,0.60,0.83,4.61,-15.23,-0.59,1.84,-2.93,-38.76,-35.91,-10.75,-6.91,,,,,,,,,,,,,,,,,,
Africa,1686.11,1608.69,1590.23,1544.44,1542.93,1543.89,1495.74,1446.80,1468.04,1481.29,1479.48,1457.75,1415.99,1379.98,1378.73,1374.57,1412.67,1422.87,1431.50,1435.28,1455.31,1473.75,1490.82,1534.31,1637.69,1688.42,1754.09,1824.60,1874.43,1880.00,1926.78,1904.57,1962.38,1985.45,2006.30,2019.01,2005.51,2020.00,,-4.59,-1.15,-2.88,-0.10,0.06,-3.12,-3.27,1.47,0.90,-0.12,-1.47,-2.86,-2.54,-0.09,-0.30,2.77,0.72,0.61,0.26,1.40,1.27,1.16,2.92,6.74,3.10,3.89,4.02,2.73,0.30,2.49,-1.15,3.04,1.18,1.05,0.63,-0.67,0.72,1.29,,,,,,,,,,,,,,,,,,
NorthAfrica,2597.94,2407.83,2476.13,2474.04,2462.36,2496.13,2421.91,2330.68,2376.48,2437.74,2473.48,2518.42,2510.46,2456.22,2489.34,2443.31,2541.81,2551.69,2614.95,2665.65,2728.70,2771.72,2805.19,2925.10,3004.27,3118.94,3227.49,3339.63,3435.91,3470.59,3553.12,3290.95,3521.56,3484.56,3436.82,3470.97,3497.83,3586.07,,-7.32,2.84,-0.08,-0.47,1.37,-2.97,-3.77,1.96,2.58,1.47,1.82,-0.32,-2.16,1.35,-1.85,4.03,0.39,2.48,1.94,2.37,1.58,1.21,4.27,2.71,3.82,3.48,3.47,2.88,1.01,2.38,-7.38,7.01,-1.05,-1.37,0.99,0.77,2.52,3.05,,,,,,,,,,,,,,,,,,
Egypt,1209.52,1210.60,1287.27,1341.11,1380.10,1427.06,1421.08,1433.58,1485.60,1535.08,1592.54,1580.50,1626.53,1649.77,1690.70,1743.64,1803.76,1864.78,1901.24,1976.88,2041.12,2070.67,2075.87,2097.02,2137.52,2187.87,2289.97,2400.35,2515.69,2573.46,2641.88,2622.42,2612.78,2602.24,2610.24,2655.36,2701.41,2745.51,,0.09,6.33,4.18,2.91,3.40,-0.42,0.88,3.63,3.33,3.74,-0.76,2.91,1.43,2.48,3.13,3.45,3.38,1.96,3.98,3.25,1.45,0.25,1.02,1.93,2.36,4.67,4.82,4.80,2.30,2.66,-0.74,-0.37,-0.40,0.31,1.73,1.73,1.63,2.57,,,,,,,,,,,,,,,,,,
